City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
Matagami,49.7502,-77.6328,10.4,92,90,19.57,light snow,CA,2021-01-17 22:25:05
Baykit,61.67,96.37,-17.82,83,100,3.44,overcast clouds,RU,2021-01-17 22:25:05
Cap Malheureux,-19.9842,57.6142,80.01,77,97,8.01,overcast clouds,MU,2021-01-17 22:25:05
Wamba,8.9333,8.6,76.69,19,10,4.23,clear sky,NG,2021-01-17 22:25:05
Sabang,5.8933,95.3214,81.72,76,40,26.46,heavy intensity rain,ID,2021-01-17 22:25:05
Sakakah,29.9697,40.2064,50.0,46,0,6.91,clear sky,SA,2021-01-17 22:25:05
Mount Pleasant,32.7941,-79.8626,50.0,53,1,10.76,clear sky,US,2021-01-17 22:22:42
Grindavik,63.8424,-22.4338,33.8,93,90,21.85,overcast clouds,IS,2021-01-17 22:25:05
Hot Springs,34.5037,-93.0552,55.4,24,20,11.5,few clouds,US,2021-01-17 22:25:05
Roald,62.5833,6.1333,41.0,70,95,10.36,overcast clouds,NO,2021-01-17 22:25:05
Guaimaca,14.5333,-86.8167,75.2,64,40,116.23,scattered clouds,HN,2021-01-17 22:25:05
Zhaotong,27.3167,103.7167,28.83,94,43,2.89,scattered clouds,CN,2021-01-17 22:25:05
Chegdomyn,51.1167,133.0167,-16.02,87,100,1.39,overcast clouds,RU,2021-01-17 22:25:05
Gamba,-2.65,10.0,78.03,84,90,5.95,overcast clouds,GA,2021-01-17 22:21:52
Mormugao,15.4,73.8,77.41,71,27,6.2,scattered clouds,IN,2021-01-17 22:25:05
Antofagasta,-23.65,-70.4,69.8,64,20,11.5,few clouds,CL,2021-01-17 22:25:06
Bafoulabe,13.8065,-10.8321,75.67,16,84,5.77,broken clouds,ML,2021-01-17 22:25:06
Darnah,32.767,22.6367,52.75,65,64,14.38,broken clouds,LY,2021-01-17 22:25:06
Dingle,10.9995,122.6711,74.35,92,100,6.31,overcast clouds,PH,2021-01-17 22:25:06
Kosh-Agach,50.0,88.6667,-2.52,65,51,0.58,broken clouds,RU,2021-01-17 22:25:06
Zarate,-34.0981,-59.0286,77.0,43,0,4.0,clear sky,AR,2021-01-17 22:25:06
Beaupre,47.0443,-70.8953,32.0,86,100,6.91,light snow,CA,2021-01-17 22:25:06
Pinar Del Rio,22.4175,-83.6981,70.3,67,99,6.29,overcast clouds,CU,2021-01-17 22:21:28
Sidi Ali,36.0998,0.4206,48.27,59,51,3.18,broken clouds,DZ,2021-01-17 22:25:06
Anadyr,64.75,177.4833,-18.0,76,100,8.95,snow,RU,2021-01-17 22:25:06
Ananas,19.2466,-71.9557,76.91,58,98,3.53,overcast clouds,HT,2021-01-17 22:25:06
Agucadoura,41.4318,-8.7804,41.0,87,0,2.3,clear sky,PT,2021-01-17 22:25:06
Detva,48.5608,19.4195,9.0,47,18,2.82,few clouds,SK,2021-01-17 22:23:40
Ossora,59.2353,163.0719,0.48,91,100,21.97,light snow,RU,2021-01-17 22:25:07
Ondangwa,-17.9167,15.95,82.4,54,100,6.91,overcast clouds,NA,2021-01-17 22:25:07
Kampot,10.6167,104.1833,75.2,57,20,10.36,few clouds,KH,2021-01-17 22:23:00
Menongue,-14.6585,17.691,63.79,68,29,0.56,scattered clouds,AO,2021-01-17 22:24:03
Kaa-Khem,51.6833,94.7333,-10.08,82,73,1.79,broken clouds,RU,2021-01-17 22:25:07
Kirovskiy,45.0917,133.5136,-4.86,91,99,5.48,overcast clouds,RU,2021-01-17 22:25:07
Venado Tuerto,-33.7456,-61.9688,86.27,14,0,11.68,clear sky,AR,2021-01-17 22:25:07
Gannan,47.9147,123.5031,-12.3,81,33,9.33,scattered clouds,CN,2021-01-17 22:25:07
Port Lincoln,-34.7333,135.8667,60.39,77,100,11.86,overcast clouds,AU,2021-01-17 22:20:08
Pontianak,-0.0333,109.3333,75.2,94,40,3.44,scattered clouds,ID,2021-01-17 22:25:07
Rio Gallegos,-51.6226,-69.2181,71.6,43,20,20.71,few clouds,AR,2021-01-17 22:21:22
Akdepe,42.0551,59.3788,30.2,74,0,6.91,clear sky,TM,2021-01-17 22:25:07
Hauge,58.3436,6.2812,34.0,94,100,7.83,overcast clouds,NO,2021-01-17 22:25:07
Lorengau,-2.0226,147.2712,84.11,75,78,14.23,broken clouds,PG,2021-01-17 22:25:07
Beloha,-25.1667,45.05,74.25,82,100,6.82,overcast clouds,MG,2021-01-17 22:25:07
Tutoia,-2.7619,-42.2744,78.93,85,100,9.51,moderate rain,BR,2021-01-17 22:25:08
Lac Du Bonnet,50.2536,-96.0612,10.0,100,100,4.0,overcast clouds,CA,2021-01-17 22:25:08
Mastic Beach,40.7668,-72.8521,43.0,49,75,11.5,broken clouds,US,2021-01-17 22:25:08
Neuquen,-38.9516,-68.0591,91.4,22,0,3.44,clear sky,AR,2021-01-17 22:24:37
Old Orchard Beach,43.5173,-70.3775,39.99,60,90,13.8,overcast clouds,US,2021-01-17 22:25:08
Acapulco,16.8634,-99.8901,84.2,70,40,6.91,scattered clouds,MX,2021-01-17 22:21:29
Nakambala,-15.8324,27.7799,67.91,95,100,3.85,light rain,ZM,2021-01-17 22:25:08
Sao Felix Do Xingu,-6.6447,-51.995,75.42,92,46,1.72,heavy intensity rain,BR,2021-01-17 22:20:58
North Bend,43.4065,-124.2243,55.99,87,1,18.41,clear sky,US,2021-01-17 22:21:08
Chimoio,-19.1164,33.4833,70.32,99,100,3.27,light rain,MZ,2021-01-17 22:25:08
Ayorou,14.7308,0.9174,75.94,17,87,7.96,overcast clouds,NE,2021-01-17 22:25:08
Sept-Iles,50.2001,-66.3821,32.0,100,90,13.8,snow,CA,2021-01-17 22:21:51
Hualmay,-11.0964,-77.6139,73.22,74,45,11.03,scattered clouds,PE,2021-01-17 22:25:09
Maarianhamina,60.0973,19.9348,28.4,74,90,6.91,overcast clouds,AX,2021-01-17 22:25:09
Edenderry,53.3453,-7.0497,39.0,93,68,7.0,broken clouds,IE,2021-01-17 22:25:09
Tchaourou,8.8865,2.5975,76.66,17,21,4.76,few clouds,BJ,2021-01-17 22:25:09
Yugo-Kamskiy,57.7053,55.5894,-9.4,92,0,6.71,clear sky,RU,2021-01-17 22:25:09
Malanje,-9.5402,16.341,63.54,83,98,2.8,overcast clouds,AO,2021-01-17 22:25:09
Si Satchanalai,17.5169,99.7598,64.0,99,83,3.44,broken clouds,TH,2021-01-17 22:25:09
Safaga,26.7292,33.9365,60.8,29,0,10.13,clear sky,EG,2021-01-17 22:25:09
Biak,-0.9131,122.8766,75.92,87,100,3.76,overcast clouds,ID,2021-01-17 22:25:09
Yuli,9.6989,10.2744,75.54,19,0,6.42,clear sky,NG,2021-01-17 22:25:09
Coffeyville,37.0373,-95.6164,51.8,32,1,14.97,clear sky,US,2021-01-17 22:25:10
Novosergiyevka,52.0934,53.6528,-7.47,90,67,2.75,broken clouds,RU,2021-01-17 22:25:10
Itaqui,-29.1253,-56.5531,75.99,55,85,12.3,overcast clouds,BR,2021-01-17 22:25:10
Siuna,13.7332,-84.7773,81.63,67,100,4.41,overcast clouds,NI,2021-01-17 22:25:10
Mayo,38.8876,-76.5119,46.0,57,90,5.75,overcast clouds,US,2021-01-17 22:25:10
Prince Albert,53.2001,-105.7677,14.0,85,90,8.05,overcast clouds,CA,2021-01-17 22:25:10
Bauchi,10.5,10.0,70.68,22,9,5.95,clear sky,NG,2021-01-17 22:25:10
Praia,14.9215,-23.5087,71.6,73,0,16.11,clear sky,CV,2021-01-17 22:25:10
Mirpur Sakro,24.5474,67.6277,55.4,88,0,6.91,smoke,PK,2021-01-17 22:25:10
Flin Flon,54.7682,-101.865,-0.4,71,90,5.75,light snow,CA,2021-01-17 22:25:11
Karaman,37.0833,33.25,23.86,96,74,7.9,broken clouds,TR,2021-01-17 22:21:38
Nakhon Thai,17.1006,100.8374,60.85,60,24,7.7,few clouds,TH,2021-01-17 22:25:11
Maghar,32.8898,35.407,54.0,92,36,1.01,light rain,IL,2021-01-17 22:25:11
Concordia,-31.393,-58.0209,79.0,38,20,18.41,few clouds,AR,2021-01-17 22:25:11
Gravdal,68.1214,13.5031,30.2,93,75,3.44,broken clouds,NO,2021-01-17 22:22:09
Caravelas,-17.7125,-39.2481,76.53,82,0,6.96,clear sky,BR,2021-01-17 22:25:11
Acajutla,13.5928,-89.8275,86.0,39,40,4.61,scattered clouds,SV,2021-01-17 22:22:17
Gobabis,-22.45,18.9667,74.01,36,75,10.38,broken clouds,NA,2021-01-17 22:25:11
Surt,31.2089,16.5887,57.88,62,17,14.05,few clouds,LY,2021-01-17 22:25:11
Lobatse,-25.2167,25.6667,68.0,56,80,5.75,broken clouds,BW,2021-01-17 22:25:11
Blackwater,-23.5833,148.8833,78.3,66,56,13.2,broken clouds,AU,2021-01-17 22:25:11
Palu,-0.8917,119.8707,75.6,68,100,2.91,light rain,ID,2021-01-17 22:25:11
Granger,41.7481,-86.1257,30.99,86,75,10.36,light snow,US,2021-01-17 22:22:25
Faranah,10.0404,-10.7434,70.92,21,73,4.43,broken clouds,GN,2021-01-17 22:25:11
Burnie,-41.0667,145.9167,60.15,69,79,14.74,broken clouds,AU,2021-01-17 22:25:11
Ostrovnoy,68.0531,39.5131,16.48,95,99,11.97,overcast clouds,RU,2021-01-17 22:22:49
Belyy Yar,53.6039,91.3903,19.4,73,0,4.47,clear sky,RU,2021-01-17 22:25:12
Taltal,-25.4,-70.4833,68.99,63,22,5.17,few clouds,CL,2021-01-17 22:21:01
Chicomuselo,15.7667,-92.2667,82.44,48,49,1.25,light rain,MX,2021-01-17 22:25:12
Ikalamavony,-21.15,46.5833,72.41,87,100,1.23,moderate rain,MG,2021-01-17 22:25:12
San Lorenzo,-25.3333,-57.5333,75.2,78,75,12.66,broken clouds,PY,2021-01-17 22:21:03
Ishigaki,24.3448,124.1572,57.2,72,75,10.36,broken clouds,JP,2021-01-17 22:25:12
Metro,-5.1131,105.3067,73.85,93,97,4.81,overcast clouds,ID,2021-01-17 22:25:12
Ust-Nera,64.5667,143.2,-35.7,71,84,4.32,broken clouds,RU,2021-01-17 22:25:12
Naron,43.5167,-8.1528,54.0,100,90,4.34,overcast clouds,ES,2021-01-17 22:25:12
Priiskovyy,51.9333,116.6333,-28.46,79,0,2.75,clear sky,RU,2021-01-17 22:25:12
Namatanai,-3.6667,152.4333,82.76,75,38,10.98,scattered clouds,PG,2021-01-17 22:25:12
Puerto Madryn,-42.7692,-65.0385,71.65,45,22,11.59,few clouds,AR,2021-01-17 22:25:12
Karratha,-20.7377,116.8463,89.29,44,41,8.95,scattered clouds,AU,2021-01-17 22:25:13
Salinopolis,-0.6136,-47.3561,80.31,81,99,9.57,overcast clouds,BR,2021-01-17 22:22:46
Marquette,46.5333,-87.6335,25.0,88,100,7.49,overcast clouds,US,2021-01-17 22:20:40
Jobat,22.4167,74.5667,71.6,52,4,3.6,clear sky,IN,2021-01-17 22:25:13
Chinhoyi,-17.3667,30.2,68.92,91,100,1.45,moderate rain,ZW,2021-01-17 22:25:13
Mana,5.6592,-53.7767,78.17,83,99,9.75,overcast clouds,GF,2021-01-17 22:25:13
Bijie,27.3125,105.2942,31.84,90,6,2.1,clear sky,CN,2021-01-17 22:25:13
Igarka,67.4667,86.5833,-10.55,88,100,21.97,light snow,RU,2021-01-17 22:25:13
Prince Rupert,54.3161,-130.3201,46.4,87,90,4.61,light rain,CA,2021-01-17 22:23:56
Umm Kaddadah,13.6017,26.6876,66.13,23,38,15.1,scattered clouds,SD,2021-01-17 22:25:13
Portland,45.5234,-122.6762,52.0,76,75,0.51,broken clouds,US,2021-01-17 22:25:00
Saint-Francois,46.4154,3.9054,35.01,100,90,4.61,overcast clouds,FR,2021-01-17 22:25:13
Khromtau,50.2503,58.4347,3.99,85,71,1.97,broken clouds,KZ,2021-01-17 22:25:13
Blind River,46.1834,-82.9582,30.2,63,90,11.5,overcast clouds,CA,2021-01-17 22:25:13
Ucluelet,48.9329,-125.5528,51.01,81,20,10.36,few clouds,CA,2021-01-17 22:20:16
Christchurch,-43.5333,172.6333,64.99,59,84,8.05,broken clouds,NZ,2021-01-17 22:25:13
Xifeng,42.7372,124.7222,-3.28,85,87,7.85,overcast clouds,CN,2021-01-17 22:25:13
Te Anau,-45.4167,167.7167,49.69,78,92,6.02,moderate rain,NZ,2021-01-17 22:25:13
Bataipora,-22.2953,-53.2711,74.66,94,100,7.02,moderate rain,BR,2021-01-17 22:25:14
Kenai,60.5544,-151.2583,35.6,80,90,4.61,light rain,US,2021-01-17 22:20:41
Urusha,54.05,122.9,-30.93,78,89,4.12,overcast clouds,RU,2021-01-17 22:25:14
Dibulla,11.2725,-73.3091,82.33,60,20,10.47,few clouds,CO,2021-01-17 22:25:14
Alofi,-19.0595,-169.9187,87.8,62,29,8.05,scattered clouds,NU,2021-01-17 22:20:18
Wajima,37.4,136.9,39.24,72,94,20.2,light rain,JP,2021-01-17 22:25:14
Katherine,-14.4667,132.2667,80.6,74,25,8.05,scattered clouds,AU,2021-01-17 22:25:14
Metapan,14.3333,-89.45,86.0,68,75,6.91,broken clouds,SV,2021-01-17 22:25:14
Labuhan,-6.8844,112.2051,76.89,84,100,8.16,overcast clouds,ID,2021-01-17 22:25:14
Ilhabela,-23.7781,-45.3581,78.42,78,47,3.09,scattered clouds,BR,2021-01-17 22:25:14
Kavaratti,10.5669,72.642,81.46,76,0,5.64,clear sky,IN,2021-01-17 22:25:14
Pundaguitan,6.3711,126.1689,77.61,88,99,11.1,heavy intensity rain,PH,2021-01-17 22:25:15
Barcelona,41.3888,2.159,50.0,87,0,2.3,clear sky,ES,2021-01-17 22:24:52
Takab,36.4009,47.1133,30.02,94,50,9.78,scattered clouds,IR,2021-01-17 22:25:15
Rio Grande,-32.035,-52.0986,73.99,70,84,13.2,broken clouds,BR,2021-01-17 22:25:15
Tabuk,17.4189,121.4443,67.35,90,100,9.17,overcast clouds,PH,2021-01-17 22:25:15
Havre,49.5833,0.3333,44.6,81,75,6.91,broken clouds,FR,2021-01-17 22:25:15
Galle,6.0367,80.217,76.91,84,87,1.95,overcast clouds,LK,2021-01-17 22:25:15
Zemio,5.0314,25.1361,71.87,32,46,3.38,scattered clouds,CF,2021-01-17 22:25:15
Maniwaki,46.3834,-75.966,21.2,86,100,6.91,overcast clouds,CA,2021-01-17 22:25:15
Sri Aman,1.2376,111.4621,75.2,100,100,2.3,overcast clouds,MY,2021-01-17 22:25:15
Loukhi,66.0764,33.0381,19.4,97,97,6.06,overcast clouds,RU,2021-01-17 22:25:15
Portmore,17.9702,-76.8672,82.4,74,20,19.57,moderate rain,JM,2021-01-17 22:25:15
Huarmey,-10.0681,-78.1522,73.85,72,39,11.25,scattered clouds,PE,2021-01-17 22:25:15
Sao Joao Da Barra,-21.6403,-41.0511,80.6,69,0,21.85,clear sky,BR,2021-01-17 22:25:15
Rauma,61.1272,21.5113,17.6,93,75,5.75,broken clouds,FI,2021-01-17 22:25:15
